Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Season
Jarrett Culver,SG,20,MIN,63,1506,9.6,0.467,0.38799999999999996,0.20600000000000002,4.7,10.3,7.4,10.8,1.8,2.1,11.5,19.2,-1.2,1.1,-0.1,-0.004,-3.3,-0.7,-4.0,-0.8,2020
Seth Curry,SG,29,DAL,64,1576,15.5,0.643,0.5589999999999999,0.16899999999999998,1.8,7.8,4.8,11.6,1.2,0.5,9.1,18.4,3.5,0.8,4.3,0.13,1.7,-0.9,0.8,1.2,2020
Stephen Curry,PG,31,GSW,5,139,21.7,0.557,0.598,0.317,3.0,17.8,10.1,42.3,1.7,1.3,14.6,33.6,0.2,0.1,0.3,0.10300000000000001,4.5,-0.6,3.9,0.2,2020
Troy Daniels,SG,28,TOT,47,532,8.4,0.518,0.71,0.086,2.5,8.2,5.4,4.3,1.0,0.5,5.9,16.3,0.1,0.5,0.6,0.055999999999999994,-1.7,-1.2,-2.9,-0.1,2020
Troy Daniels,SG,28,LAL,41,456,9.0,0.527,0.7090000000000001,0.10099999999999999,2.9,8.1,5.5,4.1,0.8,0.6,5.2,16.1,0.2,0.4,0.7,0.069,-1.2,-1.1,-2.2,0.0,2020
Troy Daniels,SG,28,DEN,6,76,5.3,0.46399999999999997,0.7140000000000001,0.0,0.0,8.8,4.4,5.4,2.0,0.0,9.7,17.7,-0.1,0.1,0.0,-0.025,-4.8,-2.4,-7.2,-0.1,2020
Anthony Davis,PF,26,LAL,62,2131,27.4,0.61,0.19899999999999998,0.479,7.4,22.1,14.8,15.1,2.0,6.0,10.4,29.3,6.7,4.4,11.1,0.25,5.4,2.6,8.0,5.4,2020
Ed Davis,C,30,UTA,28,303,9.5,0.489,0.0,0.304,13.2,24.6,19.1,5.2,1.8,2.5,20.0,9.4,0.2,0.5,0.6,0.102,-4.6,1.5,-3.2,-0.1,2020
Terence Davis,SG,22,TOR,72,1209,13.8,0.588,0.555,0.135,4.5,16.0,10.3,14.2,1.5,1.1,14.1,19.0,1.2,1.9,3.1,0.122,0.1,0.7,0.8,0.8,2020
Dewayne Dedmon,C,30,TOT,44,774,9.4,0.473,0.42,0.141,8.5,27.6,17.8,4.0,1.5,4.8,17.4,18.1,-1.0,1.0,0.1,0.005,-5.8,0.0,-5.8,-0.7,2020
Dewayne Dedmon,C,30,SAC,34,541,8.5,0.47700000000000004,0.415,0.16399999999999998,9.3,25.8,17.4,3.9,1.3,4.6,20.4,18.5,-0.8,0.7,-0.1,-0.006999999999999999,-6.3,-0.1,-6.4,-0.6,2020
Dewayne Dedmon,C,30,ATL,10,233,11.4,0.46299999999999997,0.429,0.095,6.4,31.8,18.9,4.3,2.0,5.4,10.3,17.4,-0.2,0.3,0.2,0.032,-4.6,0.1,-4.5,-0.1,2020
Matthew Dellavedova,PG,29,CLE,57,821,8.1,0.46299999999999997,0.52,0.21100000000000002,2.4,7.8,5.1,29.0,1.2,0.2,23.6,13.0,0.1,0.1,0.2,0.011000000000000001,-3.6,-1.6,-5.2,-0.7,2020
DeMar DeRozan,SF,30,SAS,68,2316,21.6,0.603,0.033,0.43,2.0,15.4,8.7,26.1,1.4,0.8,11.6,26.3,5.9,1.3,7.3,0.151,2.3,-0.4,1.9,2.3,2020
Cheick Diallo,C,23,PHO,47,479,16.5,0.688,0.021,0.275,6.9,23.7,15.2,6.9,1.1,2.2,16.7,17.0,0.8,0.5,1.3,0.132,-1.1,-0.2,-1.3,0.1,2020
Hamidou Diallo,SF,21,OKC,46,896,9.3,0.491,0.193,0.213,5.6,14.7,10.3,5.9,2.0,0.9,13.6,18.4,-0.7,1.1,0.4,0.022000000000000002,-4.2,0.3,-3.9,-0.4,2020
Gorgui Dieng,C,30,TOT,63,1096,17.1,0.568,0.418,0.27699999999999997,8.5,25.8,17.0,9.7,2.2,4.5,12.8,17.6,1.3,1.7,2.9,0.129,-0.2,1.8,1.5,1.0,2020
Gorgui Dieng,C,30,MIN,46,778,17.8,0.563,0.433,0.213,9.5,25.8,17.4,11.1,2.2,4.5,12.7,18.4,0.9,1.1,2.1,0.129,0.3,1.5,1.8,0.7,2020
Gorgui Dieng,C,30,MEM,17,318,15.5,0.583,0.368,0.483,6.1,26.0,16.2,6.3,2.1,4.7,13.2,15.9,0.3,0.6,0.9,0.13,-1.5,2.5,1.0,0.2,2020
Spencer Dinwiddie,PG,26,BRK,64,1994,17.8,0.541,0.392,0.43700000000000006,1.7,9.6,5.7,35.0,0.9,0.9,12.5,29.2,3.2,1.6,4.8,0.11599999999999999,2.7,-0.8,1.8,1.9,2020
Donte DiVincenzo,SG,23,MIL,66,1520,14.1,0.557,0.484,0.16899999999999998,4.6,15.5,10.3,13.6,2.6,1.2,14.1,17.3,1.0,3.2,4.3,0.135,-1.1,2.4,1.3,1.3,2020
Luka Dončić,PG,20,DAL,61,2047,27.6,0.585,0.431,0.44799999999999995,4.1,25.0,14.7,45.7,1.5,0.6,14.8,36.8,6.5,2.3,8.8,0.207,7.4,1.0,8.4,5.4,2020
Luguentz Dort,SF,20,OKC,36,820,7.6,0.506,0.46299999999999997,0.243,3.3,7.5,5.5,4.6,1.8,0.4,8.4,14.1,0.1,0.8,0.8,0.049,-4.1,0.4,-3.7,-0.4,2020
Damyean Dotson,SG,25,NYK,48,836,10.9,0.527,0.562,0.114,1.2,10.6,5.8,10.0,1.3,0.5,6.5,16.5,0.6,0.4,0.9,0.053,-0.9,-0.5,-1.5,0.1,2020
Sekou Doumbouya,PF,19,DET,38,754,6.2,0.474,0.415,0.195,3.0,14.9,8.9,3.6,1.3,0.9,12.0,16.9,-0.8,0.5,-0.3,-0.02,-5.3,-1.4,-6.7,-0.9,2020
PJ Dozier,SG,23,DEN,29,412,11.6,0.495,0.312,0.185,2.7,12.2,7.5,21.6,1.7,1.3,13.7,20.8,0.0,0.4,0.4,0.044000000000000004,-2.6,-1.3,-3.9,-0.2,2020
Goran Dragić,PG,33,MIA,59,1663,16.3,0.573,0.467,0.34,2.0,10.2,6.3,29.2,1.2,0.6,14.8,25.9,2.2,1.3,3.5,0.102,1.4,-1.6,-0.1,0.8,2020
Andre Drummond,C,26,TOT,57,1879,22.0,0.5529999999999999,0.045,0.375,14.9,37.5,26.0,13.6,2.8,4.2,18.2,25.9,0.6,3.6,4.2,0.10800000000000001,-0.1,1.1,0.9,1.4,2020
Andre Drummond,C,26,DET,49,1654,22.1,0.55,0.031,0.376,15.3,38.2,26.6,14.0,2.9,4.2,18.0,25.5,0.7,3.3,4.0,0.11599999999999999,0.0,1.2,1.1,1.3,2020
Andre Drummond,C,26,CLE,8,225,21.1,0.573,0.133,0.371,11.7,32.4,22.0,10.8,2.6,4.2,19.2,28.7,-0.1,0.3,0.3,0.053,-0.9,0.4,-0.4,0.1,2020
Jared Dudley,PF,34,LAL,45,364,7.8,0.5579999999999999,0.7,0.033,1.8,13.7,7.8,9.5,2.0,0.7,11.6,8.0,0.3,0.5,0.8,0.102,-2.8,2.0,-0.8,0.1,2020
Kris Dunn,PG,25,CHI,51,1269,12.1,0.51,0.327,0.158,1.9,14.9,8.1,19.4,3.8,1.3,15.7,14.6,0.3,2.0,2.3,0.085,-3.7,3.1,-0.6,0.4,2020
Carsen Edwards,SG,21,BOS,37,351,6.9,0.444,0.594,0.14800000000000002,1.9,12.4,7.2,9.3,1.7,1.1,9.9,18.4,-0.3,0.4,0.1,0.013999999999999999,-4.4,-0.2,-4.6,-0.2,2020
Henry Ellenson,C,23,BRK,5,15,-1.3,0.14300000000000002,0.5710000000000001,0.0,14.1,27.0,20.7,8.7,0.0,0.0,0.0,19.5,-0.1,0.0,-0.1,-0.183,-7.8,-3.1,-10.9,0.0,2020
Wayne Ellington,SG,32,NYK,36,558,8.5,0.509,0.8220000000000001,0.075,0.7,12.0,6.2,11.0,1.1,0.7,9.1,15.0,0.2,0.2,0.4,0.035,-1.9,-0.9,-2.9,-0.1,2020
Joel Embiid,C,25,PHI,51,1506,25.8,0.59,0.215,0.5429999999999999,10.3,33.2,21.7,16.9,1.4,3.7,13.8,32.9,3.3,2.7,6.0,0.192,3.7,1.0,4.7,2.5,2020
James Ennis,SF-SG,29,TOT,69,1265,11.5,0.565,0.47100000000000003,0.273,6.1,15.3,10.6,7.0,1.3,1.5,12.6,15.7,1.0,1.4,2.4,0.09,-2.2,-0.4,-2.6,-0.2,2020
James Ennis,SF,29,PHI,49,776,12.3,0.564,0.469,0.27,6.8,14.5,10.7,7.3,1.4,1.5,10.9,15.7,0.9,0.9,1.7,0.106,-1.5,0.0,-1.5,0.1,2020
James Ennis,SG,29,ORL,20,489,10.3,0.5660000000000001,0.474,0.278,4.9,16.4,10.5,6.5,1.2,1.5,15.3,15.6,0.2,0.5,0.7,0.064,-3.3,-1.1,-4.4,-0.3,2020
Drew Eubanks,C,22,SAS,22,272,17.3,0.682,0.015,0.38799999999999996,11.1,22.6,16.8,7.7,0.9,5.5,21.1,15.8,0.5,0.3,0.8,0.134,-1.4,-0.3,-1.7,0.0,2020
Jacob Evans,SG,22,TOT,29,418,5.5,0.436,0.29100000000000004,0.21600000000000003,2.3,8.6,5.3,10.8,1.3,2.6,14.6,17.5,-0.7,0.2,-0.5,-0.055999999999999994,-5.8,-1.3,-7.1,-0.5,2020
Jacob Evans,SG,22,GSW,27,414,5.6,0.439,0.28600000000000003,0.218,2.3,8.7,5.4,10.9,1.3,2.6,14.6,17.6,-0.6,0.2,-0.5,-0.054000000000000006,-5.7,-1.2,-7.0,-0.5,2020
Jacob Evans,SG,22,MIN,2,4,-9.6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.3,0.0,0.0,0.0,-0.263,-10.5,-5.5,-16.1,0.0,2020
Dante Exum,SG,24,TOT,35,485,10.3,0.5760000000000001,0.361,0.361,2.7,12.6,7.7,11.5,1.3,1.4,18.4,15.0,0.2,0.2,0.4,0.043,-2.5,-0.4,-2.9,-0.1,2020
Dante Exum,SG,24,UTA,11,83,4.8,0.503,0.261,0.087,4.1,11.5,8.0,11.9,0.6,2.0,29.5,17.8,-0.2,0.1,-0.1,-0.055999999999999994,-5.2,-0.5,-5.7,-0.1,2020
Dante Exum,SG,24,CLE,24,402,11.5,0.5920000000000001,0.385,0.42700000000000005,2.5,12.8,7.6,11.4,1.5,1.3,15.6,14.4,0.4,0.2,0.5,0.063,-2.0,-0.4,-2.4,0.0,2020
Tacko Fall,C,24,BOS,7,33,28.4,0.7509999999999999,0.0,0.214,3.3,44.9,24.3,5.8,1.5,11.2,16.4,23.7,0.1,0.1,0.2,0.223,0.4,6.0,6.5,0.1,2020
Derrick Favors,C,28,NOP,51,1243,18.5,0.62,0.021,0.209,13.9,28.9,21.4,9.2,1.1,3.1,12.9,14.0,2.6,1.6,4.2,0.162,0.7,0.3,1.0,0.9,2020
Cristiano Felício,C,27,CHI,22,386,12.8,0.6709999999999999,0.037000000000000005,0.426,15.0,14.1,14.6,5.7,1.2,0.5,21.9,9.1,0.7,0.3,1.0,0.126,-1.4,-1.6,-3.0,-0.1,2020
Terrance Ferguson,SF,21,OKC,56,1257,3.7,0.48100000000000004,0.764,0.091,2.1,4.4,3.3,5.3,1.0,1.2,11.9,9.1,-0.3,0.9,0.6,0.021,-4.8,0.3,-4.5,-0.8,2020
Bruno Fernando,C,21,ATL,56,713,11.9,0.542,0.18600000000000003,0.256,10.0,20.0,15.0,9.9,1.2,2.0,15.9,15.3,0.4,0.4,0.8,0.055,-3.2,-0.9,-4.1,-0.4,2020
Yogi Ferrell,PG,26,SAC,50,530,12.2,0.528,0.42,0.223,1.2,9.4,5.2,18.8,1.6,0.7,11.9,19.2,0.3,0.3,0.7,0.06,-1.5,-0.3,-1.8,0.0,2020
Dorian Finney-Smith,PF,26,DAL,71,2120,12.3,0.595,0.58,0.207,7.3,12.7,10.0,7.2,1.0,1.6,10.8,12.9,3.3,1.5,4.9,0.11,0.1,-0.3,-0.2,0.9,2020
Bryn Forbes,SG,26,SAS,63,1579,11.1,0.57,0.6559999999999999,0.155,0.8,7.8,4.3,9.5,1.0,0.0,8.4,18.5,1.3,0.3,1.5,0.047,-0.6,-2.1,-2.7,-0.3,2020
Evan Fournier,SF,27,ORL,66,2076,16.4,0.595,0.467,0.237,0.9,8.2,4.4,16.6,1.7,0.7,10.9,23.9,2.9,1.7,4.6,0.106,1.4,-0.4,1.0,1.6,2020
De'Aaron Fox,PG,22,SAC,51,1634,20.6,0.5579999999999999,0.22699999999999998,0.42,2.4,11.4,6.8,35.3,2.2,1.5,14.1,29.8,2.6,1.4,4.0,0.11800000000000001,2.3,-0.5,1.8,1.6,2020
Melvin Frazier,SG,23,ORL,19,126,9.8,0.5589999999999999,0.47100000000000003,0.11800000000000001,1.7,7.1,4.3,3.4,3.5,1.4,12.3,14.0,0.0,0.2,0.2,0.057,-3.5,1.2,-2.3,0.0,2020
Michael Frazier,SG,25,HOU,13,145,-0.9,0.384,0.7929999999999999,0.483,0.7,6.6,3.6,1.7,0.6,0.0,12.5,11.5,-0.2,0.1,-0.2,-0.06,-8.9,-2.1,-11.0,-0.3,2020
Tim Frazier,PG,29,DET,27,355,9.8,0.46399999999999997,0.319,0.255,2.8,7.8,5.3,36.5,1.9,0.9,25.6,17.3,-0.1,0.2,0.1,0.016,-3.0,-1.6,-4.6,-0.2,2020
Markelle Fultz,PG,21,ORL,72,1996,14.3,0.517,0.175,0.20600000000000002,2.1,11.0,6.4,29.0,2.2,0.5,14.9,21.4,0.6,2.0,2.7,0.065,-1.8,0.0,-1.8,0.1,2020
Wenyen Gabriel,PF,22,TOT,30,235,9.6,0.546,0.41700000000000004,0.45799999999999996,9.5,13.9,11.7,4.4,2.2,2.6,21.7,13.4,0.0,0.2,0.2,0.048,-3.7,-0.1,-3.8,-0.1,2020
Wenyen Gabriel,PF,22,SAC,11,61,7.4,0.444,0.47100000000000003,0.588,7.2,11.3,9.2,6.6,2.4,3.1,18.9,18.8,-0.1,0.1,0.0,-0.028999999999999998,-4.4,0.5,-4.0,0.0,2020
Wenyen Gabriel,PF,22,POR,19,174,10.3,0.606,0.387,0.387,10.3,14.9,12.6,3.6,2.2,2.5,23.3,11.5,0.1,0.1,0.3,0.075,-3.5,-0.3,-3.8,-0.1,2020
Daniel Gafford,C,21,CHI,43,609,16.2,0.6859999999999999,0.0,0.44799999999999995,9.0,10.3,9.6,5.2,1.0,8.7,15.3,13.3,1.1,0.8,1.9,0.146,-2.8,1.5,-1.3,0.1,2020
Danilo Gallinari,PF,31,OKC,62,1834,19.5,0.612,0.537,0.365,2.1,16.8,9.7,10.3,1.1,0.2,7.4,24.6,4.5,1.9,6.3,0.166,4.1,-0.9,3.3,2.4,2020
Langston Galloway,SG,28,DET,66,1702,12.3,0.584,0.611,0.157,2.2,7.8,5.0,8.8,1.4,0.5,6.5,15.9,2.4,0.7,3.1,0.087,0.0,-0.9,-0.8,0.5,2020
Darius Garland,SG,20,CLE,59,1824,8.5,0.498,0.423,0.10300000000000001,1.6,5.2,3.4,18.5,1.1,0.2,17.1,20.7,-1.3,0.0,-1.3,-0.034,-2.7,-2.8,-5.6,-1.7,2020
Marc Gasol,C,35,TOR,44,1161,11.8,0.551,0.53,0.17600000000000002,2.9,21.7,12.5,17.3,1.4,3.2,16.4,13.2,0.8,2.2,3.0,0.124,-1.2,2.8,1.6,1.1,2020
Rudy Gay,PF,33,SAS,67,1461,15.4,0.5529999999999999,0.369,0.228,4.5,22.2,13.4,11.3,1.1,2.0,11.8,22.0,0.9,1.1,2.1,0.068,0.0,-0.9,-0.8,0.4,2020
Paul George,SF,29,LAC,48,1419,21.1,0.589,0.48700000000000004,0.27699999999999997,1.8,17.7,10.0,21.1,2.3,1.2,12.5,29.6,2.5,2.3,4.8,0.161,3.8,1.1,4.9,2.5,2020
Taj Gibson,C,34,NYK,62,1025,16.1,0.61,0.049,0.196,11.2,16.7,13.9,7.6,1.3,2.8,13.1,14.8,1.8,0.8,2.6,0.12,-0.8,-0.3,-1.1,0.2,2020
Harry Giles,C,21,SAC,46,667,16.4,0.58,0.008,0.195,7.1,25.1,15.9,14.2,1.6,2.6,13.9,20.6,0.8,0.8,1.6,0.11199999999999999,-2.2,0.9,-1.3,0.1,2020
Shai Gilgeous-Alexander,SG,21,OKC,70,2428,17.7,0.568,0.247,0.35200000000000004,2.2,16.1,9.4,15.2,1.6,1.7,10.3,23.7,3.1,3.0,6.1,0.121,1.3,0.4,1.7,2.2,2020
Rudy Gobert,C,27,UTA,68,2333,21.7,0.6990000000000001,0.0,0.7240000000000001,11.2,31.3,21.6,6.5,1.1,4.8,15.0,16.2,6.5,4.2,10.7,0.221,1.7,1.9,3.6,3.3,2020
Brandon Goodwin,PG,24,ATL,34,430,11.6,0.507,0.45799999999999996,0.158,2.7,15.5,9.0,18.0,1.3,0.8,12.5,22.4,-0.1,0.2,0.1,0.013000000000000001,-1.6,-1.3,-2.9,-0.1,2020
Aaron Gordon,PF,24,ORL,62,2017,15.1,0.516,0.309,0.292,5.5,20.3,12.7,17.4,1.2,1.7,10.4,20.7,1.4,2.3,3.7,0.087,-0.1,0.1,0.0,1.0,2020
Eric Gordon,SF,31,HOU,36,1016,10.3,0.51,0.654,0.231,0.9,6.5,3.7,7.9,1.0,1.1,7.8,22.5,-0.1,0.6,0.5,0.024,-1.8,-2.1,-3.9,-0.5,2020
Devonte' Graham,PG,24,CHO,63,2211,15.8,0.537,0.607,0.242,2.0,8.7,5.2,35.3,1.4,0.6,14.5,24.8,2.4,0.9,3.4,0.073,2.5,-2.1,0.5,1.4,2020
Treveon Graham,SF,26,TOT,55,929,6.6,0.456,0.496,0.231,5.7,11.7,8.6,6.6,1.2,0.5,9.8,13.1,-0.2,0.4,0.2,0.009000000000000001,-4.5,-1.0,-5.6,-0.8,2020
Treveon Graham,SF,26,MIN,33,663,6.0,0.447,0.474,0.21100000000000002,4.5,11.7,8.0,6.1,1.2,0.3,9.0,13.1,-0.3,0.3,0.1,0.004,-5.0,-0.8,-5.8,-0.6,2020
Treveon Graham,SF,26,ATL,22,266,8.0,0.478,0.552,0.284,8.8,11.5,10.1,7.6,1.2,1.3,11.7,13.3,0.0,0.1,0.1,0.022000000000000002,-3.3,-1.7,-4.9,-0.2,2020
Jerami Grant,PF,25,DEN,71,1892,14.4,0.591,0.397,0.309,3.4,11.2,7.3,6.6,1.3,2.8,8.0,18.0,2.8,1.6,4.4,0.111,0.1,-0.6,-0.5,0.7,2020
Jerian Grant,SG,27,WAS,6,80,6.6,0.449,0.29600000000000004,0.259,2.6,5.7,4.1,15.3,0.6,1.1,9.1,17.2,0.0,0.0,0.0,-0.018000000000000002,-4.8,-2.0,-6.8,-0.1,2020
Josh Gray,PG,26,NOP,2,23,-5.0,0.5,0.0,0.0,4.6,4.6,4.6,10.4,0.0,0.0,71.4,12.5,-0.1,0.0,-0.1,-0.226,-11.3,-4.7,-16.0,-0.1,2020
Danny Green,SG,32,LAL,68,1687,10.8,0.552,0.69,0.10099999999999999,3.3,11.2,7.3,7.1,2.4,1.7,11.3,13.9,0.8,2.5,3.4,0.096,-1.1,1.5,0.5,1.1,2020
Draymond Green,PF,29,GSW,43,1222,12.5,0.489,0.408,0.263,2.0,22.3,11.8,31.2,2.3,2.4,21.8,15.7,-0.2,1.3,1.1,0.044000000000000004,-2.1,1.9,-0.2,0.6,2020
JaMychal Green,PF,29,LAC,63,1307,11.1,0.5760000000000001,0.6759999999999999,0.136,6.3,24.1,15.4,5.0,1.0,1.6,12.6,13.7,1.1,2.0,3.1,0.115,-1.2,0.7,-0.5,0.5,2020
Javonte Green,SG,26,BOS,48,468,13.1,0.564,0.262,0.33299999999999996,5.6,15.6,10.6,7.7,2.5,1.6,13.7,15.3,0.4,0.8,1.1,0.113,-2.1,1.4,-0.7,0.2,2020
Jeff Green,PF-C,33,TOT,48,960,13.7,0.59,0.532,0.265,2.7,12.0,7.5,7.9,1.3,1.7,9.9,19.0,1.2,0.9,2.1,0.10400000000000001,0.0,-0.1,-0.1,0.5,2020
Jeff Green,PF,33,UTA,30,553,10.0,0.523,0.5329999999999999,0.32299999999999995,2.9,12.9,8.1,5.2,1.1,1.5,10.8,19.7,0.0,0.5,0.5,0.046,-1.9,-0.2,-2.1,0.0,2020
Jeff Green,C,33,HOU,18,407,18.6,0.682,0.53,0.188,2.6,10.9,6.7,11.5,1.6,1.9,8.5,17.9,1.2,0.4,1.5,0.183,2.5,0.1,2.6,0.5,2020
Blake Griffin,PF,30,DET,18,512,11.9,0.47600000000000003,0.444,0.392,3.7,15.0,9.3,18.0,0.7,1.1,12.0,28.4,-0.4,0.3,-0.1,-0.012,-1.7,-2.6,-4.3,-0.3,2020
Marko Guduric,SG,24,MEM,44,484,8.8,0.514,0.529,0.166,3.1,12.6,7.9,12.3,1.2,1.4,17.6,17.6,-0.3,0.4,0.1,0.013999999999999999,-2.7,-0.7,-3.4,-0.2,2020
Kyle Guy,SG,22,SAC,3,10,6.6,0.4,0.6,0.0,0.0,11.5,5.6,15.6,0.0,0.0,0.0,21.7,0.0,0.0,0.0,-0.045,-7.5,-4.8,-12.3,0.0,2020
Rui Hachimura,PF,21,WAS,48,1444,13.5,0.535,0.16,0.257,5.7,17.0,11.1,8.8,1.2,0.5,8.0,19.0,1.3,0.5,1.8,0.06,-1.2,-2.0,-3.2,-0.4,2020
Devon Hall,PG,24,OKC,11,81,3.1,0.298,0.5670000000000001,0.267,2.8,6.6,4.8,21.3,2.4,1.1,13.0,20.9,-0.3,0.1,-0.2,-0.11599999999999999,-5.8,-0.6,-6.4,-0.1,2020
Donta Hall,C-PF,22,TOT,9,133,13.6,0.652,0.0,0.818,11.4,19.2,15.4,4.2,1.1,3.8,14.3,11.1,0.2,0.2,0.4,0.13699999999999998,-3.4,-0.3,-3.7,-0.1,2020
Donta Hall,PF,22,DET,4,48,7.3,0.452,0.0,1.5,14.0,21.6,17.7,5.3,1.0,1.7,23.1,7.9,0.0,0.0,0.1,0.067,-5.7,-1.3,-7.0,-0.1,2020
Donta Hall,C,22,BRK,5,85,17.2,0.7090000000000001,0.0,0.667,9.9,17.9,14.0,3.5,1.1,4.9,11.4,12.9,0.2,0.1,0.3,0.177,-2.1,0.3,-1.8,0.0,2020
Dusty Hannahs,SG,26,MEM,2,13,21.3,0.607,0.33299999999999996,0.222,0.0,8.0,4.1,0.0,0.0,0.0,0.0,31.6,0.0,0.0,0.0,0.146,5.1,-2.1,3.1,0.0,2020
Tim Hardaway Jr.,SG,27,DAL,71,2091,14.5,0.581,0.58,0.20600000000000002,1.3,10.2,5.8,9.7,0.9,0.2,6.7,21.1,3.4,1.1,4.4,0.102,1.2,-1.4,-0.1,1.0,2020
James Harden,SG,30,HOU,68,2483,29.1,0.626,0.557,0.528,2.9,16.0,9.4,35.9,2.3,2.1,14.2,36.3,9.9,3.2,13.1,0.254,8.1,1.6,9.6,7.3,2020
Maurice Harkless,PF-SF,26,TOT,62,1427,9.8,0.5720000000000001,0.34600000000000003,0.233,4.1,13.3,8.8,6.4,1.9,2.1,14.5,10.7,0.8,1.9,2.7,0.09,-2.6,1.9,-0.7,0.5,2020
Maurice Harkless,PF,26,LAC,50,1141,9.7,0.584,0.336,0.19399999999999998,4.4,13.6,9.1,5.5,2.0,2.3,16.3,10.3,0.5,1.7,2.3,0.095,-2.5,2.4,0.0,0.6,2020
Maurice Harkless,SF,26,NYK,12,286,10.1,0.536,0.379,0.364,2.9,12.3,7.5,9.7,1.5,1.0,8.4,12.4,0.2,0.2,0.4,0.069,-3.2,-0.3,-3.5,-0.1,2020
Jared Harper,PG,22,PHO,3,8,-5.3,0.25,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.3,0.0,0.0,0.0,-0.249,-10.1,-5.6,-15.7,0.0,2020
Montrezl Harrell,C,26,LAC,63,1749,23.2,0.607,0.022000000000000002,0.43200000000000005,9.9,16.3,13.2,10.3,1.1,3.6,10.1,25.7,4.4,2.5,7.0,0.191,2.5,0.5,2.9,2.2,2020
Gary Harris,SG,25,DEN,56,1780,9.7,0.519,0.405,0.177,1.6,8.6,5.1,8.9,2.1,0.7,9.7,15.1,0.5,1.4,1.9,0.052000000000000005,-2.8,0.3,-2.5,-0.2,2020
Joe Harris,SF,28,BRK,69,2123,13.3,0.606,0.518,0.114,3.2,11.2,7.3,10.4,0.9,0.7,11.2,18.3,2.5,1.8,4.3,0.09699999999999999,0.4,-0.6,-0.2,1.0,2020
Tobias Harris,PF,27,PHI,72,2469,17.2,0.556,0.304,0.184,3.1,19.1,11.1,14.6,1.0,1.4,7.6,23.9,3.5,2.7,6.2,0.121,1.3,-0.5,0.8,1.8,2020
Shaquille Harrison,SG,26,CHI,43,484,17.8,0.5589999999999999,0.255,0.303,4.8,15.3,9.8,15.3,3.4,3.7,9.2,18.1,0.7,0.8,1.5,0.153,0.4,2.4,2.8,0.6,2020
Josh Hart,SF,24,NOP,65,1755,11.9,0.563,0.665,0.21600000000000003,3.7,22.1,12.8,8.2,1.7,1.1,11.4,15.3,1.3,1.8,3.1,0.085,-1.1,0.4,-0.7,0.6,2020
Isaiah Hartenstein,C,21,HOU,23,266,18.6,0.674,0.075,0.418,11.3,24.3,17.7,10.0,1.6,3.9,16.8,14.8,0.7,0.4,1.1,0.19,-1.0,1.3,0.3,0.2,2020
Udonis Haslem,C,39,MIA,4,44,6.5,0.47,0.273,0.364,2.6,36.7,20.3,3.2,0.0,0.0,7.3,13.8,0.0,0.1,0.0,0.040999999999999995,-6.1,-1.4,-7.6,-0.1,2020
Jaxson Hayes,C,19,NOP,64,1080,17.6,0.6890000000000001,0.015,0.7340000000000001,9.5,16.0,12.7,7.2,1.1,4.3,13.4,15.0,2.8,1.1,3.9,0.171,-0.9,0.6,-0.3,0.5,2020
Gordon Hayward,SF,29,BOS,52,1740,18.1,0.595,0.317,0.207,3.4,17.8,10.7,18.7,1.1,1.2,11.2,21.1,3.5,2.2,5.7,0.158,2.6,0.1,2.7,2.0,2020
John Henson,C,29,TOT,40,600,17.0,0.578,0.21100000000000002,0.26899999999999996,8.5,21.8,15.1,13.4,2.0,6.0,15.8,16.3,0.6,0.8,1.4,0.109,-1.2,2.1,0.9,0.4,2020
John Henson,C,29,CLE,29,412,16.9,0.539,0.258,0.275,8.5,22.3,15.4,15.2,1.9,6.7,13.5,16.1,0.4,0.5,0.9,0.109,-1.1,2.3,1.1,0.3,2020
John Henson,C,29,DET,11,188,17.1,0.67,0.098,0.255,8.3,20.8,14.5,9.3,2.1,4.5,20.9,16.7,0.2,0.2,0.4,0.11,-1.2,1.8,0.6,0.1,2020
Dewan Hernandez,C,23,TOR,6,28,12.9,0.43200000000000005,0.14300000000000002,0.35700000000000004,19.3,33.2,26.4,16.4,1.7,0.0,15.6,29.3,0.0,0.1,0.0,0.043,-6.6,-3.0,-9.6,-0.1,2020
Juan Hernangómez,PF,24,TOT,48,833,10.4,0.518,0.522,0.287,5.6,20.5,12.8,6.6,1.1,1.0,10.3,15.7,0.2,0.7,0.9,0.052000000000000005,-2.2,-1.1,-3.4,-0.3,2020
Juan Hernangómez,PF,24,DEN,34,422,6.9,0.442,0.545,0.22699999999999998,6.4,18.8,12.6,6.7,0.6,1.1,12.9,14.3,-0.2,0.3,0.1,0.006999999999999999,-4.0,-1.2,-5.2,-0.3,2020
Juan Hernangómez,PF,24,MIN,14,411,14.1,0.5760000000000001,0.504,0.336,4.7,22.1,13.1,6.4,1.6,0.8,8.2,17.1,0.5,0.4,0.8,0.098,-0.4,-1.0,-1.5,0.1,2020
